"GALAXY","STAR","prob_gal"
1,499,0.002
0,500,0
43,457,0.086
440,60,0.88
6,494,0.012
0,500,0
0,500,0
0,500,0
0,500,0
5,495,0.01
41,459,0.082
0,500,0
3,497,0.006
0,500,0
155,345,0.31
23,477,0.046
3,497,0.006
42,458,0.084
119,381,0.238
31,469,0.062
430,70,0.86
13,487,0.026
500,0,1
6,494,0.012
4,496,0.008
10,490,0.02
9,491,0.018
4,496,0.008
500,0,1
38,462,0.076
500,0,1
50,450,0.1
500,0,1
500,0,1
492,8,0.984
492,8,0.984
452,48,0.904
459,41,0.918
9,491,0.018
0,500,0
499,1,0.998
500,0,1
500,0,1
473,27,0.946
3,497,0.006
470,30,0.94
151,349,0.302
5,495,0.01
0,500,0
1,499,0.002
7,493,0.014
497,3,0.994
6,494,0.012
25,475,0.05
95,405,0.19
124,376,0.248
4,496,0.008
93,407,0.186
0,500,0
0,500,0
0,500,0
117,383,0.234
0,500,0
0,500,0
0,500,0
0,500,0
499,1,0.998
459,41,0.918
500,0,1
4,496,0.008
7,493,0.014
3,497,0.006
4,496,0.008
88,412,0.176
140,360,0.28
168,332,0.336
57,443,0.114
216,284,0.432
41,459,0.082
271,229,0.542
122,378,0.244
360,140,0.72
9,491,0.018
16,484,0.032
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
1,499,0.002
0,500,0
499,1,0.998
41,459,0.082
53,447,0.106
4,496,0.008
500,0,1
1,499,0.002
500,0,1
6,494,0.012
21,479,0.042
500,0,1
217,283,0.434
141,359,0.282
15,485,0.03
7,493,0.014
481,19,0.962
67,433,0.134
38,462,0.076
494,6,0.988
499,1,0.998
455,45,0.91
455,45,0.91
1,499,0.002
500,0,1
350,150,0.7
488,12,0.976
470,30,0.94
500,0,1
0,500,0
0,500,0
0,500,0
18,482,0.036
3,497,0.006
3,497,0.006
500,0,1
479,21,0.958
17,483,0.034
10,490,0.02
142,358,0.284
1,499,0.002
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
18,482,0.036
0,500,0
0,500,0
500,0,1
45,455,0.09
500,0,1
170,330,0.34
500,0,1
499,1,0.998
0,500,0
0,500,0
0,500,0
17,483,0.034
3,497,0.006
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
481,19,0.962
500,0,1
498,2,0.996
63,437,0.126
500,0,1
8,492,0.016
500,0,1
500,0,1
264,236,0.528
3,497,0.006
9,491,0.018
268,232,0.536
137,363,0.274
409,91,0.818
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
1,499,0.002
1,499,0.002
0,500,0
8,492,0.016
500,0,1
493,7,0.986
0,500,0
13,487,0.026
235,265,0.47
3,497,0.006
5,495,0.01
59,441,0.118
500,0,1
0,500,0
0,500,0
13,487,0.026
13,487,0.026
0,500,0
0,500,0
12,488,0.024
0,500,0
0,500,0
0,500,0
0,500,0
478,22,0.956
8,492,0.016
0,500,0
0,500,0
500,0,1
500,0,1
499,1,0.998
1,499,0.002
0,500,0
5,495,0.01
500,0,1
1,499,0.002
0,500,0
0,500,0
16,484,0.032
6,494,0.012
0,500,0
0,500,0
0,500,0
1,499,0.002
0,500,0
0,500,0
3,497,0.006
109,391,0.218
148,352,0.296
0,500,0
0,500,0
500,0,1
290,210,0.58
11,489,0.022
500,0,1
500,0,1
356,144,0.712
500,0,1
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
3,497,0.006
2,498,0.004
7,493,0.014
0,500,0
500,0,1
1,499,0.002
12,488,0.024
0,500,0
0,500,0
114,386,0.228
0,500,0
29,471,0.058
24,476,0.048
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
3,497,0.006
493,7,0.986
500,0,1
9,491,0.018
500,0,1
35,465,0.07
500,0,1
500,0,1
5,495,0.01
27,473,0.054
9,491,0.018
0,500,0
2,498,0.004
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
7,493,0.014
1,499,0.002
0,500,0
0,500,0
0,500,0
2,498,0.004
0,500,0
26,474,0.052
0,500,0
9,491,0.018
483,17,0.966
294,206,0.588
120,380,0.24
500,0,1
0,500,0
500,0,1
0,500,0
373,127,0.746
496,4,0.992
499,1,0.998
380,120,0.76
500,0,1
500,0,1
500,0,1
195,305,0.39
10,490,0.02
498,2,0.996
500,0,1
500,0,1
492,8,0.984
500,0,1
10,490,0.02
0,500,0
14,486,0.028
500,0,1
215,285,0.43
215,285,0.43
474,26,0.948
475,25,0.95
115,385,0.23
75,425,0.15
29,471,0.058
14,486,0.028
500,0,1
12,488,0.024
9,491,0.018
500,0,1
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
1,499,0.002
0,500,0
0,500,0
0,500,0
0,500,0
500,0,1
0,500,0
500,0,1
33,467,0.066
500,0,1
38,462,0.076
193,307,0.386
0,500,0
494,6,0.988
0,500,0
0,500,0
500,0,1
0,500,0
409,91,0.818
0,500,0
500,0,1
3,497,0.006
489,11,0.978
15,485,0.03
493,7,0.986
286,214,0.572
28,472,0.056
70,430,0.14
1,499,0.002
5,495,0.01
500,0,1
74,426,0.148
0,500,0
65,435,0.13
500,0,1
495,5,0.99
0,500,0
487,13,0.974
0,500,0
13,487,0.026
0,500,0
0,500,0
6,494,0.012
1,499,0.002
0,500,0
0,500,0
0,500,0
0,500,0
496,4,0.992
500,0,1
499,1,0.998
499,1,0.998
441,59,0.882
500,0,1
419,81,0.838
500,0,1
1,499,0.002
500,0,1
489,11,0.978
0,500,0
78,422,0.156
0,500,0
497,3,0.994
499,1,0.998
0,500,0
500,0,1
9,491,0.018
377,123,0.754
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
4,496,0.008
0,500,0
0,500,0
0,500,0
1,499,0.002
0,500,0
6,494,0.012
0,500,0
6,494,0.012
435,65,0.87
8,492,0.016
500,0,1
500,0,1
490,10,0.98
490,10,0.98
21,479,0.042
21,479,0.042
499,1,0.998
0,500,0
481,19,0.962
107,393,0.214
0,500,0
438,62,0.876
462,38,0.924
0,500,0
2,498,0.004
63,437,0.126
409,91,0.818
0,500,0
92,408,0.184
500,0,1
36,464,0.072
489,11,0.978
489,11,0.978
473,27,0.946
499,1,0.998
5,495,0.01
497,3,0.994
1,499,0.002
500,0,1
441,59,0.882
500,0,1
304,196,0.608
485,15,0.97
331,169,0.662
471,29,0.942
402,98,0.804
13,487,0.026
500,0,1
0,500,0
120,380,0.24
435,65,0.87
445,55,0.89
492,8,0.984
142,358,0.284
0,500,0
0,500,0
2,498,0.004
329,171,0.658
0,500,0
0,500,0
3,497,0.006
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
0,500,0
8,492,0.016
500,0,1
500,0,1
500,0,1
256,244,0.512
10,490,0.02
1,499,0.002
500,0,1
3,497,0.006
20,480,0.04
19,481,0.038
1,499,0.002
500,0,1
500,0,1
499,1,0.998
55,445,0.11
500,0,1
500,0,1
99,401,0.198
475,25,0.95
468,32,0.936
9,491,0.018
3,497,0.006
314,186,0.628
496,4,0.992
2,498,0.004
500,0,1
4,496,0.008
484,16,0.968
0,500,0
4,496,0.008
0,500,0
20,480,0.04
11,489,0.022
377,123,0.754
204,296,0.408
16,484,0.032
482,18,0.964
0,500,0
383,117,0.766
0,500,0
500,0,1
500,0,1
500,0,1
492,8,0.984
11,489,0.022
0,500,0
0,500,0
0,500,0
3,497,0.006
470,30,0.94
1,499,0.002
0,500,0
122,378,0.244
497,3,0.994
500,0,1
488,12,0.976
3,497,0.006
491,9,0.982
3,497,0.006
87,413,0.174
500,0,1
17,483,0.034
62,438,0.124
495,5,0.99
99,401,0.198
476,24,0.952
496,4,0.992
500,0,1
402,98,0.804
0,500,0
473,27,0.946
17,483,0.034
490,10,0.98
500,0,1
315,185,0.63
1,499,0.002
126,374,0.252
496,4,0.992
500,0,1
91,409,0.182
37,463,0.074
27,473,0.054
2,498,0.004
500,0,1
19,481,0.038
486,14,0.972
12,488,0.024
299,201,0.598
31,469,0.062
17,483,0.034
302,198,0.604
491,9,0.982
104,396,0.208
32,468,0.064
0,500,0
9,491,0.018
2,498,0.004
13,487,0.026
1,499,0.002
418,82,0.836
2,498,0.004
0,500,0
1,499,0.002
0,500,0
46,454,0.092
500,0,1
500,0,1
446,54,0.892
500,0,1
42,458,0.084
498,2,0.996
498,2,0.996
59,441,0.118
496,4,0.992
498,2,0.996
469,31,0.938
500,0,1
7,493,0.014
475,25,0.95
333,167,0.666
500,0,1
18,482,0.036
87,413,0.174
6,494,0.012
500,0,1
500,0,1
486,14,0.972
500,0,1
500,0,1
497,3,0.994
9,491,0.018
329,171,0.658
500,0,1
359,141,0.718
7,493,0.014
3,497,0.006
51,449,0.102
438,62,0.876
4,496,0.008
9,491,0.018
254,246,0.508
500,0,1
8,492,0.016
500,0,1
12,488,0.024
92,408,0.184
119,381,0.238
7,493,0.014
448,52,0.896
497,3,0.994
497,3,0.994
2,498,0.004
1,499,0.002
20,480,0.04
6,494,0.012
2,498,0.004
500,0,1
9,491,0.018
267,233,0.534
3,497,0.006
69,431,0.138
500,0,1
64,436,0.128
492,8,0.984
331,169,0.662
473,27,0.946
5,495,0.01
500,0,1
500,0,1
500,0,1
485,15,0.97
25,475,0.05
425,75,0.85
499,1,0.998
36,464,0.072
414,86,0.828
413,87,0.826
9,491,0.018
8,492,0.016
0,500,0
486,14,0.972
495,5,0.99
0,500,0
2,498,0.004
0,500,0
13,487,0.026
0,500,0
159,341,0.318
476,24,0.952
500,0,1
481,19,0.962
3,497,0.006
10,490,0.02
6,494,0.012
11,489,0.022
149,351,0.298
3,497,0.006
18,482,0.036
5,495,0.01
54,446,0.108
271,229,0.542
285,215,0.57
129,371,0.258
15,485,0.03
31,469,0.062
37,463,0.074
105,395,0.21
500,0,1
22,478,0.044
156,344,0.312
474,26,0.948
5,495,0.01
500,0,1
1,499,0.002
193,307,0.386
9,491,0.018
61,439,0.122
2,498,0.004
279,221,0.558
15,485,0.03
3,497,0.006
15,485,0.03
199,301,0.398
9,491,0.018
74,426,0.148
10,490,0.02
10,490,0.02
5,495,0.01
39,461,0.078
249,251,0.498
0,500,0
0,500,0
223,277,0.446
7,493,0.014
161,339,0.322
6,494,0.012
4,496,0.008
6,494,0.012
495,5,0.99
500,0,1
500,0,1
0,500,0
500,0,1
46,454,0.092
103,397,0.206
6,494,0.012
109,391,0.218
219,281,0.438
162,338,0.324
1,499,0.002
5,495,0.01
125,375,0.25
287,213,0.574
8,492,0.016
35,465,0.07
0,500,0
2,498,0.004
0,500,0
6,494,0.012
149,351,0.298
83,417,0.166
4,496,0.008
460,40,0.92
41,459,0.082
299,201,0.598
5,495,0.01
19,481,0.038
495,5,0.99
415,85,0.83
30,470,0.06
5,495,0.01
1,499,0.002
29,471,0.058
499,1,0.998
63,437,0.126
239,261,0.478
28,472,0.056
305,195,0.61
25,475,0.05
471,29,0.942
0,500,0
24,476,0.048
0,500,0
52,448,0.104
201,299,0.402
498,2,0.996
140,360,0.28
1,499,0.002
46,454,0.092
495,5,0.99
1,499,0.002
4,496,0.008
500,0,1
1,499,0.002
5,495,0.01
67,433,0.134
498,2,0.996
117,383,0.234
1,499,0.002
7,493,0.014
106,394,0.212
54,446,0.108
0,500,0
202,298,0.404
0,500,0
33,467,0.066
500,0,1
18,482,0.036
81,419,0.162
498,2,0.996
500,0,1
2,498,0.004
36,464,0.072
2,498,0.004
500,0,1
365,135,0.73
8,492,0.016
6,494,0.012
51,449,0.102
252,248,0.504
0,500,0
8,492,0.016
373,127,0.746
191,309,0.382
6,494,0.012
77,423,0.154
13,487,0.026
53,447,0.106
10,490,0.02
339,161,0.678
488,12,0.976
0,500,0
7,493,0.014
0,500,0
10,490,0.02
6,494,0.012
0,500,0
17,483,0.034
28,472,0.056
0,500,0
0,500,0
500,0,1
34,466,0.068
499,1,0.998
211,289,0.422
495,5,0.99
474,26,0.948
500,0,1
500,0,1
304,196,0.608
500,0,1
0,500,0
191,309,0.382
15,485,0.03
30,470,0.06
13,487,0.026
500,0,1
244,256,0.488
0,500,0
498,2,0.996
194,306,0.388
12,488,0.024
261,239,0.522
499,1,0.998
495,5,0.99
500,0,1
22,478,0.044
498,2,0.996
3,497,0.006
494,6,0.988
9,491,0.018
167,333,0.334
31,469,0.062
366,134,0.732
286,214,0.572
116,384,0.232
301,199,0.602
11,489,0.022
0,500,0
0,500,0
407,93,0.814
0,500,0
16,484,0.032
500,0,1
498,2,0.996
500,0,1
106,394,0.212
500,0,1
500,0,1
122,378,0.244
241,259,0.482
0,500,0
500,0,1
0,500,0
497,3,0.994
500,0,1
500,0,1
325,175,0.65
0,500,0
191,309,0.382
457,43,0.914
189,311,0.378
493,7,0.986
4,496,0.008
10,490,0.02
6,494,0.012
5,495,0.01
17,483,0.034
500,0,1
1,499,0.002
0,500,0
472,28,0.944
342,158,0.684
317,183,0.634
500,0,1
325,175,0.65
0,500,0
0,500,0
500,0,1
38,462,0.076
4,496,0.008
500,0,1
6,494,0.012
1,499,0.002
5,495,0.01
6,494,0.012
122,378,0.244
307,193,0.614
498,2,0.996
48,452,0.096
0,500,0
221,279,0.442
110,390,0.22
500,0,1
499,1,0.998
5,495,0.01
500,0,1
499,1,0.998
489,11,0.978
500,0,1
25,475,0.05
50,450,0.1
29,471,0.058
7,493,0.014
5,495,0.01
500,0,1
285,215,0.57
0,500,0
400,100,0.8
8,492,0.016
500,0,1
1,499,0.002
24,476,0.048
4,496,0.008
447,53,0.894
5,495,0.01
11,489,0.022
478,22,0.956
500,0,1
202,298,0.404
6,494,0.012
168,332,0.336
500,0,1
46,454,0.092
13,487,0.026
271,229,0.542
500,0,1
69,431,0.138
0,500,0
196,304,0.392
366,134,0.732
366,134,0.732
13,487,0.026
423,77,0.846
499,1,0.998
394,106,0.788
497,3,0.994
500,0,1
500,0,1
0,500,0
75,425,0.15
500,0,1
480,20,0.96
0,500,0
12,488,0.024
49,451,0.098
0,500,0
31,469,0.062
499,1,0.998
428,72,0.856
500,0,1
1,499,0.002
0,500,0
172,328,0.344
113,387,0.226
323,177,0.646
500,0,1
0,500,0
500,0,1
500,0,1
478,22,0.956
200,300,0.4
494,6,0.988
13,487,0.026
32,468,0.064
27,473,0.054
138,362,0.276
32,468,0.064
30,470,0.06
500,0,1
9,491,0.018
3,497,0.006
4,496,0.008
2,498,0.004
77,423,0.154
1,499,0.002
16,484,0.032
500,0,1
75,425,0.15
22,478,0.044
343,157,0.686
2,498,0.004
1,499,0.002
24,476,0.048
35,465,0.07
0,500,0
0,500,0
45,455,0.09
4,496,0.008
10,490,0.02
114,386,0.228
168,332,0.336
1,499,0.002
12,488,0.024
21,479,0.042
9,491,0.018
309,191,0.618
500,0,1
500,0,1
490,10,0.98
500,0,1
7,493,0.014
155,345,0.31
500,0,1
500,0,1
420,80,0.84
30,470,0.06
22,478,0.044
86,414,0.172
3,497,0.006
0,500,0
0,500,0
6,494,0.012
0,500,0
0,500,0
384,116,0.768
317,183,0.634
79,421,0.158
401,99,0.802
25,475,0.05
211,289,0.422
1,499,0.002
0,500,0
58,442,0.116
496,4,0.992
2,498,0.004
13,487,0.026
0,500,0
500,0,1
0,500,0
0,500,0
500,0,1
500,0,1
8,492,0.016
500,0,1
500,0,1
496,4,0.992
17,483,0.034
4,496,0.008
472,28,0.944
477,23,0.954
10,490,0.02
401,99,0.802
8,492,0.016
486,14,0.972
492,8,0.984
102,398,0.204
500,0,1
290,210,0.58
0,500,0
127,373,0.254
5,495,0.01
2,498,0.004
498,2,0.996
499,1,0.998
26,474,0.052
17,483,0.034
0,500,0
2,498,0.004
500,0,1
0,500,0
1,499,0.002
4,496,0.008
500,0,1
488,12,0.976
30,470,0.06
500,0,1
18,482,0.036
491,9,0.982
490,10,0.98
426,74,0.852
2,498,0.004
443,57,0.886
0,500,0
4,496,0.008
10,490,0.02
166,334,0.332
23,477,0.046
500,0,1
500,0,1
76,424,0.152
190,310,0.38
3,497,0.006
500,0,1
0,500,0
500,0,1
500,0,1
372,128,0.744
489,11,0.978
0,500,0
500,0,1
500,0,1
0,500,0
285,215,0.57
53,447,0.106
3,497,0.006
45,455,0.09
7,493,0.014
53,447,0.106
3,497,0.006
342,158,0.684
39,461,0.078
500,0,1
499,1,0.998
3,497,0.006
43,457,0.086
490,10,0.98
303,197,0.606
5,495,0.01
0,500,0
6,494,0.012
16,484,0.032
17,483,0.034
0,500,0
500,0,1
500,0,1
483,17,0.966
16,484,0.032
500,0,1
18,482,0.036
1,499,0.002
126,374,0.252
500,0,1
76,424,0.152
0,500,0
13,487,0.026
45,455,0.09
445,55,0.89
21,479,0.042
0,500,0
8,492,0.016
111,389,0.222
86,414,0.172
0,500,0
1,499,0.002
9,491,0.018
6,494,0.012
1,499,0.002
0,500,0
12,488,0.024
37,463,0.074
1,499,0.002
0,500,0
1,499,0.002
2,498,0.004
19,481,0.038
2,498,0.004
9,491,0.018
1,499,0.002
0,500,0
136,364,0.272
46,454,0.092
1,499,0.002
0,500,0
0,500,0
154,346,0.308
19,481,0.038
199,301,0.398
3,497,0.006
36,464,0.072
182,318,0.364
3,497,0.006
0,500,0
324,176,0.648
27,473,0.054
1,499,0.002
0,500,0
87,413,0.174
35,465,0.07
478,22,0.956
478,22,0.956
0,500,0
13,487,0.026
215,285,0.43
5,495,0.01
487,13,0.974
240,260,0.48
244,256,0.488
39,461,0.078
12,488,0.024
441,59,0.882
14,486,0.028
19,481,0.038
492,8,0.984
500,0,1
281,219,0.562
222,278,0.444
295,205,0.59
466,34,0.932
279,221,0.558
265,235,0.53
25,475,0.05
495,5,0.99
484,16,0.968
465,35,0.93
5,495,0.01
11,489,0.022
493,7,0.986
5,495,0.01
12,488,0.024
1,499,0.002
500,0,1
496,4,0.992
145,355,0.29
500,0,1
484,16,0.968
0,500,0
17,483,0.034
23,477,0.046
8,492,0.016
1,499,0.002
0,500,0
8,492,0.016
497,3,0.994
500,0,1
500,0,1
0,500,0
60,440,0.12
4,496,0.008
477,23,0.954
488,12,0.976
500,0,1
0,500,0
344,156,0.688
34,466,0.068
5,495,0.01
500,0,1
0,500,0
2,498,0.004
0,500,0
0,500,0
0,500,0
3,497,0.006
0,500,0
1,499,0.002
7,493,0.014
3,497,0.006
101,399,0.202
441,59,0.882
16,484,0.032
11,489,0.022
93,407,0.186
13,487,0.026
20,480,0.04
70,430,0.14
20,480,0.04
12,488,0.024
50,450,0.1
1,499,0.002
0,500,0
53,447,0.106
5,495,0.01
1,499,0.002
500,0,1
438,62,0.876
11,489,0.022
4,496,0.008
500,0,1
0,500,0
1,499,0.002
374,126,0.748
1,499,0.002
223,277,0.446
1,499,0.002
193,307,0.386
1,499,0.002
5,495,0.01
1,499,0.002
219,281,0.438
1,499,0.002
2,498,0.004
63,437,0.126
0,500,0
500,0,1
500,0,1
6,494,0.012
8,492,0.016
4,496,0.008
5,495,0.01
1,499,0.002
4,496,0.008
37,463,0.074
1,499,0.002
8,492,0.016
500,0,1
14,486,0.028
3,497,0.006
5,495,0.01
500,0,1
2,498,0.004
6,494,0.012
2,498,0.004
11,489,0.022
23,477,0.046
1,499,0.002
13,487,0.026
6,494,0.012
12,488,0.024
498,2,0.996
0,500,0
498,2,0.996
1,499,0.002
486,14,0.972
10,490,0.02
0,500,0
451,49,0.902
471,29,0.942
403,97,0.806
0,500,0
497,3,0.994
500,0,1
15,485,0.03
499,1,0.998
0,500,0
0,500,0
0,500,0
79,421,0.158
1,499,0.002
63,437,0.126
1,499,0.002
16,484,0.032
5,495,0.01
0,500,0
0,500,0
0,500,0
7,493,0.014
56,444,0.112
0,500,0
145,355,0.29
5,495,0.01
413,87,0.826
0,500,0
3,497,0.006
1,499,0.002
268,232,0.536
0,500,0
0,500,0
220,280,0.44
500,0,1
483,17,0.966
500,0,1
10,490,0.02
1,499,0.002
2,498,0.004
37,463,0.074
12,488,0.024
11,489,0.022
178,322,0.356
1,499,0.002
428,72,0.856
57,443,0.114
500,0,1
14,486,0.028
56,444,0.112
13,487,0.026
3,497,0.006
438,62,0.876
9,491,0.018
6,494,0.012
218,282,0.436
500,0,1
9,491,0.018
368,132,0.736
0,500,0
288,212,0.576
29,471,0.058
13,487,0.026
16,484,0.032
1,499,0.002
2,498,0.004
3,497,0.006
2,498,0.004
20,480,0.04
1,499,0.002
3,497,0.006
41,459,0.082
1,499,0.002
5,495,0.01
2,498,0.004
1,499,0.002
8,492,0.016
1,499,0.002
5,495,0.01
0,500,0
487,13,0.974
461,39,0.922
500,0,1
207,293,0.414
0,500,0
0,500,0
4,496,0.008
68,432,0.136
161,339,0.322
7,493,0.014
2,498,0.004
34,466,0.068
0,500,0
20,480,0.04
14,486,0.028
10,490,0.02
13,487,0.026
28,472,0.056
500,0,1
1,499,0.002
463,37,0.926
0,500,0
116,384,0.232
1,499,0.002
331,169,0.662
0,500,0
0,500,0
5,495,0.01
139,361,0.278
0,500,0
11,489,0.022
11,489,0.022
2,498,0.004
500,0,1
0,500,0
500,0,1
374,126,0.748
500,0,1
14,486,0.028
18,482,0.036
1,499,0.002
1,499,0.002
2,498,0.004
31,469,0.062
11,489,0.022
0,500,0
500,0,1
11,489,0.022
0,500,0
4,496,0.008
75,425,0.15
1,499,0.002
75,425,0.15
0,500,0
2,498,0.004
0,500,0
500,0,1
500,0,1
9,491,0.018
14,486,0.028
499,1,0.998
1,499,0.002
42,458,0.084
12,488,0.024
24,476,0.048
3,497,0.006
2,498,0.004
446,54,0.892
0,500,0
0,500,0
498,2,0.996
75,425,0.15
500,0,1
497,3,0.994
0,500,0
0,500,0
90,410,0.18
52,448,0.104
1,499,0.002
9,491,0.018
25,475,0.05
500,0,1
0,500,0
500,0,1
500,0,1
0,500,0
44,456,0.088
500,0,1
500,0,1
6,494,0.012
2,498,0.004
52,448,0.104
3,497,0.006
193,307,0.386
4,496,0.008
500,0,1
2,498,0.004
0,500,0
2,498,0.004
21,479,0.042
8,492,0.016
95,405,0.19
0,500,0
193,307,0.386
2,498,0.004
492,8,0.984
499,1,0.998
500,0,1
1,499,0.002
5,495,0.01
3,497,0.006
17,483,0.034
470,30,0.94
66,434,0.132
324,176,0.648
487,13,0.974
14,486,0.028
464,36,0.928
500,0,1
3,497,0.006
499,1,0.998
0,500,0
34,466,0.068
398,102,0.796
500,0,1
500,0,1
19,481,0.038
500,0,1
500,0,1
253,247,0.506
458,42,0.916
496,4,0.992
5,495,0.01
8,492,0.016
0,500,0
0,500,0
0,500,0
0,500,0
3,497,0.006
28,472,0.056
0,500,0
1,499,0.002
13,487,0.026
1,499,0.002
1,499,0.002
7,493,0.014
0,500,0
492,8,0.984
500,0,1
12,488,0.024
5,495,0.01
119,381,0.238
0,500,0
4,496,0.008
500,0,1
11,489,0.022
28,472,0.056
32,468,0.064
0,500,0
31,469,0.062
13,487,0.026
99,401,0.198
2,498,0.004
42,458,0.084
0,500,0
12,488,0.024
15,485,0.03
24,476,0.048
58,442,0.116
0,500,0
8,492,0.016
282,218,0.564
45,455,0.09
0,500,0
3,497,0.006
45,455,0.09
347,153,0.694
9,491,0.018
137,363,0.274
1,499,0.002
0,500,0
0,500,0
0,500,0
0,500,0
1,499,0.002
2,498,0.004
4,496,0.008
4,496,0.008
6,494,0.012
0,500,0
8,492,0.016
0,500,0
7,493,0.014
43,457,0.086
8,492,0.016
2,498,0.004
8,492,0.016
268,232,0.536
192,308,0.384
2,498,0.004
2,498,0.004
2,498,0.004
72,428,0.144
3,497,0.006
0,500,0
3,497,0.006
4,496,0.008
2,498,0.004
2,498,0.004
11,489,0.022
500,0,1
219,281,0.438
0,500,0
15,485,0.03
24,476,0.048
0,500,0
99,401,0.198
19,481,0.038
22,478,0.044
0,500,0
435,65,0.87
500,0,1
200,300,0.4
1,499,0.002
12,488,0.024
5,495,0.01
4,496,0.008
37,463,0.074
10,490,0.02
1,499,0.002
35,465,0.07
0,500,0
491,9,0.982
500,0,1
12,488,0.024
6,494,0.012
494,6,0.988
24,476,0.048
5,495,0.01
9,491,0.018
24,476,0.048
1,499,0.002
2,498,0.004
1,499,0.002
10,490,0.02
0,500,0
21,479,0.042
2,498,0.004
45,455,0.09
4,496,0.008
16,484,0.032
0,500,0
32,468,0.064
49,451,0.098
158,342,0.316
139,361,0.278
6,494,0.012
18,482,0.036
5,495,0.01
0,500,0
17,483,0.034
203,297,0.406
26,474,0.052
500,0,1
3,497,0.006
34,466,0.068
77,423,0.154
0,500,0
154,346,0.308
320,180,0.64
300,200,0.6
180,320,0.36
0,500,0
6,494,0.012
4,496,0.008
0,500,0
0,500,0
4,496,0.008
17,483,0.034
3,497,0.006
1,499,0.002
0,500,0
2,498,0.004
2,498,0.004
28,472,0.056
194,306,0.388
496,4,0.992
4,496,0.008
453,47,0.906
2,498,0.004
23,477,0.046
11,489,0.022
3,497,0.006
33,467,0.066
5,495,0.01
14,486,0.028
36,464,0.072
150,350,0.3
11,489,0.022
85,415,0.17
77,423,0.154
0,500,0
2,498,0.004
0,500,0
1,499,0.002
41,459,0.082
6,494,0.012
286,214,0.572
284,216,0.568
3,497,0.006
5,495,0.01
0,500,0
0,500,0
0,500,0
2,498,0.004
421,79,0.842
7,493,0.014
116,384,0.232
34,466,0.068
13,487,0.026
3,497,0.006
7,493,0.014
0,500,0
1,499,0.002
1,499,0.002
10,490,0.02
500,0,1
33,467,0.066
10,490,0.02
2,498,0.004
4,496,0.008
1,499,0.002
144,356,0.288
13,487,0.026
9,491,0.018
5,495,0.01
0,500,0
5,495,0.01
1,499,0.002
179,321,0.358
6,494,0.012
18,482,0.036
4,496,0.008
106,394,0.212
47,453,0.094
48,452,0.096
42,458,0.084
1,499,0.002
4,496,0.008
5,495,0.01
1,499,0.002
2,498,0.004
0,500,0
1,499,0.002
7,493,0.014
0,500,0
16,484,0.032
4,496,0.008
500,0,1
38,462,0.076
62,438,0.124
230,270,0.46
53,447,0.106
56,444,0.112
119,381,0.238
53,447,0.106
78,422,0.156
22,478,0.044
129,371,0.258
21,479,0.042
0,500,0
81,419,0.162
1,499,0.002
489,11,0.978
0,500,0
473,27,0.946
188,312,0.376
1,499,0.002
19,481,0.038
2,498,0.004
15,485,0.03
1,499,0.002
23,477,0.046
2,498,0.004
4,496,0.008
112,388,0.224
316,184,0.632
5,495,0.01
500,0,1
423,77,0.846
499,1,0.998
0,500,0
0,500,0
35,465,0.07
84,416,0.168
3,497,0.006
79,421,0.158
22,478,0.044
79,421,0.158
6,494,0.012
31,469,0.062
0,500,0
31,469,0.062
43,457,0.086
46,454,0.092
488,12,0.976
5,495,0.01
209,291,0.418
144,356,0.288
0,500,0
17,483,0.034
61,439,0.122
1,499,0.002
498,2,0.996
0,500,0
1,499,0.002
38,462,0.076
2,498,0.004
73,427,0.146
0,500,0
0,500,0
12,488,0.024
34,466,0.068
14,486,0.028
50,450,0.1
4,496,0.008
18,482,0.036
0,500,0
8,492,0.016
99,401,0.198
0,500,0
10,490,0.02
14,486,0.028
2,498,0.004
54,446,0.108
40,460,0.08
34,466,0.068
500,0,1
0,500,0
500,0,1
498,2,0.996
500,0,1
500,0,1
494,6,0.988
494,6,0.988
1,499,0.002
2,498,0.004
7,493,0.014
211,289,0.422
35,465,0.07
22,478,0.044
0,500,0
334,166,0.668
0,500,0
33,467,0.066
0,500,0
494,6,0.988
500,0,1
8,492,0.016
4,496,0.008
383,117,0.766
6,494,0.012
117,383,0.234
117,383,0.234
413,87,0.826
8,492,0.016
372,128,0.744
151,349,0.302
150,350,0.3
1,499,0.002
6,494,0.012
7,493,0.014
166,334,0.332
65,435,0.13
2,498,0.004
14,486,0.028
0,500,0
3,497,0.006
8,492,0.016
500,0,1
286,214,0.572
